Name,Location,Year,Kilometers_Driven,Fuel_type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Seller Comments
2012 Honda Brio S MT,"Ashok Nagar, Delhi",Jun 2012,"75,000 km",Petrol + CNG,Manual,Second,,,,,₹ 2.05 Lakh,Test Drive Available & Immaculate Condition 
2014 Honda Brio V MT,"Goregaon (E), Mumbai",Jun 2014,"38,000 km",Petrol,Manual,First,19.4 kmpl,"1198 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",87 bhp @ 6000 rpm,5 Person,₹ 3.15 Lakh,"Topend Model Honda Brio V is in excellent maintained condition. smooth engine, tight suspension, chilled ac, leather seats, alloy wheels, carefully maintained car. "
2012 Honda Brio S MT,"Pitampura, Delhi",Jun 2012,"70,000 km",Petrol,Manual,First,,,,,₹ 2.35 Lakh,"well maintained, scratchless condition "
2012 Honda Brio V MT,"Kolathur-Cpt, Chennai",Jun 2012,"41,000 km",Petrol,Manual,First,,,,,₹ 3.25 Lakh,"Very Good Condition, Less Driven, Single Owner, Finance Available & Test Drive Available "
2011 Honda Brio E MT,"Vadodara Makarpura I E, Vadodara",Jun 2011,"91,000 km",Petrol,Manual,First,,,,,₹ 2.4 Lakh,"Good Condition, Single Owner, Original Paint, Non Accidental & Less Driven "
2014 Honda Brio VX AT,"Agarkar Nagar, Pune",Jun 2014,"53,000 km",Petrol,Automatic,First,16.5 kmpl,"1198 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",87 bhp @ 6000 rpm,5 Person,₹ 3.95 Lakh,good car 
2014 Honda Brio V MT,"Masulkar Colony, Pune",Jun 2014,"67,000 km",Petrol,Manual,Second,19.4 kmpl,"1198 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",87 bhp @ 6000 rpm,5 Person,₹ 3.25 Lakh,"Excellent Condition, Original Paint & Less Driven "
2013 Honda Brio VX AT,"Chembur, Mumbai",Jun 2013,"37,000 km",Petrol,Automatic,First,16.5 kmpl,"1198 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",87 bhp @ 6000 rpm,5 Person,₹ 3.85 Lakh,"Very Good Condition, Certified Car, Non Accidental, Original Paint, Single Owner, Finance Available, Test Drive Available & Service History Available "
2012 Honda Brio V MT,"Ajni, Nagpur",Jun 2012,"59,000 km",Petrol,Manual,Second,,,,,₹ 2.95 Lakh,Excellent condition Car 
2016 Honda Brio VX (O) MT,"Nasik Panchavati, Nashik",Jun 2016,"30,500 km",Petrol,Manual,First,19.4 kmpl,"1198 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",87 bhp @ 6000 rpm,5 Person,₹ 5.21 Lakh,"Honda BRIO VX - i-vtec - MH 15 - Petrol - Manual - 2016 1st Owner Insurance valid Only 30,000 km run Original Service History Available Mechanical Excellent Condition Interior Quality Excellent Asking 5.21 L "
2014 Honda Brio S MT,"Rohini, Delhi",Jun 2014,"67,000 km",Petrol,Manual,First,19.4 kmpl,"1198 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",87 bhp @ 6000 rpm,5 Person,₹ 2.6 Lakh,"Excellent Condition, Less Driven, Non Accidental, Original Paint, Single Owner, Finance Available, Rear view Camera, Roadside Assistance Available, Service History Available, Test Drive Available & Warranty Available "
2012 Honda Brio S MT,"Mira Road, Mumbai",Oct 2012,"72,000 km",Petrol,Manual,First,,,,,₹ 2.25 Lakh, 
2013 Honda Brio S MT,"Kandivali West, Mumbai",Jun 2013,"27,000 km",Petrol,Manual,First,,,,,₹ 2.99 Lakh,Honda Brio 1.2 SMT Year - 2013 Owner - 1st Km - 27000 Fuel - Petrol Transmission - Manual Comprehensive Insurance Valid Till 22/1/2024 
2013 Honda Brio VX MT,"Karol Bagh, Delhi",Jun 2013,"62,000 km",Petrol,Manual,First,19.4 kmpl,"1198 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",87 bhp @ 6000 rpm,5 Person,₹ 2.75 Lakh, 
2011 Honda Brio S MT,"Rabindra Sarani, Siliguri",Jun 2011,"40,563 km",Petrol,Manual,First,,,,,₹ 2.05 Lakh,well maintaine car 
2014 Honda Brio S MT,"Mangalore Padil Junction, Mangalore",Nov 2014,"48,290 km",Petrol,Manual,First,19.4 kmpl,"1198 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",87 bhp @ 6000 rpm,5 Person,₹ 4 Lakh, 
2012 Honda Brio V MT,"Pitampura, Delhi",Jun 2012,"52,000 km",Petrol,Manual,Second,,,,,₹ 2.35 Lakh,well maintained 
2015 Honda Brio S MT,"Sector 34, Gurgaon",Jun 2015,"37,000 km",Petrol,Manual,First,19.4 kmpl,"1198 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",87 bhp @ 6000 rpm,5 Person,₹ 3.65 Lakh, 
2013 Honda Brio S MT,"Agara Village, Bangalore",Jun 2013,"67,935 km",Petrol,Manual,First,,,,,₹ 3.75 Lakh, 
2012 Honda Brio S MT,"Meerut, Meerut",Jun 2012,"54,000 km",Petrol,Manual,Second,,,,,₹ 2.25 Lakh,"Very Good Condition, Certified Car, Less Driven, Non Accidental, Finance Available, Alloy Wheels, Service History Available & Test Drive Available "
2013 Honda Brio S MT,"Pune Sholapur Road, Pune",Jun 2013,"84,000 km",Petrol,Manual,First,,,,,₹ 3 Lakh,"Immaculate Condition, Less Driven, Non Accidental, Original Paint, Single Owner, Finance Available, Service History Available & Test Drive Available "
2012 Honda Brio V MT,"Kamptee Camp, Nagpur",Jun 2012,"58,000 km",Petrol,Manual,Third,,,,,₹ 2.25 Lakh,. 
2012 Honda Brio V MT,"Barkheda, Bhopal",Jun 2012,"58,687 km",Petrol,Manual,Second,,,,,₹ 3.9 Lakh,Excellent Condition 
2012 Honda Brio V MT,"Sandoz Baug, Thane",Jun 2012,"56,557 km",Petrol,Manual,First,,,,,₹ 2.95 Lakh, 
2012 Honda Brio S MT,"Mangalore, Mangalore",Jun 2012,"85,000 km",Petrol,Manual,Second,,,,,₹ 3.1 Lakh,call me for more information 
2013 Honda Brio S MT,"Jaripatka, Nagpur",Jun 2013,"80,255 km",Petrol,Manual,Second,,,,,₹ 2.7 Lakh,good condition 
2012 Honda Brio S(O)MT,"Moulali, Kolkata",Oct 2012,"62,000 km",Petrol,Manual,Second,18.9 kmpl,"1198 cc, 4 Cylinders Inline, 4 Valves/Cylinder",87 bhp @ 6000 rpm,5 Person,₹ 1.95 Lakh,Good Condition 
2013 Honda Brio EX MT,"Garden Lane, Kolkata",Jun 2013,"41,000 km",Petrol,Manual,Second,,,,,₹ 2.25 Lakh,"Good Condition, Less Driven, Non Accidental, Original Paint & Test Drive Available "
2014 Honda Brio V MT,"Kannammoola, Thiruvananthapuram",Jun 2014,"60,000 km",Petrol + Petrol,Manual - 5 Gears,First,19.4 kmpl,"1198 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",87 bhp @ 6000 rpm,5 Person,₹ 4 Lakh, 
2015 Honda Mobilio E Diesel,"Prahlad Nagar, Ahmedabad",Apr 2015,"64,700 km",Diesel,Manual,First,24.2 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",99 bhp @ 3600 rpm,7 Person,₹ 4.95 Lakh, 
2015 Honda Mobilio V (O) Diesel,"Electronic City Phase I, Bangalore",Mar 2015,"51,832 km",Diesel,Manual,Second,24.200000762939453 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",99 bhp @ 3600 rpm,,₹ 5.99 Lakh,"Second Owner, Good condition 160 Check points inspection, Showroom maintained with service history, Non Accidental Vehicle, Non Meter Tamper, No Structural Damage, Finance and exchange available Warranty and festive offers Scratches on the bonnethood, Scratches on the front right door, Scratches on the rear bumper, "
2014 Honda Mobilio V Petrol,"Ramesh Nagar H O, Delhi",Sep 2014,"71,490 km",Petrol,Manual,First,17.3 kmpl,"1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",118 bhp @ 6600 rpm,,₹ 4.35 Lakh,"Certified Car, Non Accidental, Single Owner, Alloy Wheels, Rear view Camera, Service History Available, Excellent Condition, Less Driven, Original Paint, Finance Available, Roadside Assistance Available, Test Drive Available & Warranty Available "
2015 Honda Mobilio V Petrol,"Badlapur, Badlapur",Jun 2015,"48,000 km",Petrol,Manual,First,17.3 kmpl,"1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",118 bhp @ 6600 rpm,7 Person,₹ 5.49 Lakh,"Alloy Wheels, Airbags, Stearing audio control,Double Ac Electronics mirror. "
2016 Honda Mobilio E Petrol,"Govind Nagar, Kanpur",Jun 2016,"73,000 km",Petrol,Manual,Second,17.3 kmpl,"1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",118 bhp @ 6600 rpm,7 Person,₹ 4.5 Lakh,"Gud condition car with RTO APPROVED ITALIAN CNG KIT, finance faculty avaliable "
2015 Honda Mobilio S Petrol,"Thane West, Thane",Jun 2015,"41,000 km",Petrol,Manual,First,17.3 kmpl,"1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",118 bhp @ 6600 rpm,7 Person,₹ 6.25 Lakh,MAKE : Honda MODEL : Mobilo 1.5 MT FUEL : Petrol YEAR : Jan-2015 KMS :45000 NUMBER or OWNERS : First Owner-1 INSURANCE STATUS Com Ins Validity till 29-01-2024 COLOR: Grey PRICE: 625000/- At M.S Motors You Get : 100% Guaruntee That The Car You Buy is a Accident Free Vehicle.. 100% Guaruntee That The ODO Meter Is Not Tampered.. 100% Guaruntee That The Car Is Non-Flooded.. Above All This You Also Get : 1? 6 Months Free Engine & GearBox Warranty! 2? First Free Service 3? 120 Point Check-Up Before Delivery 4? Free Teflon Coating 5? Free Interior Cleaning 6? Free Engine Anti-Rust Coating 7? Complete Car Santization Before Delivery Loan Facilities Available From All Leading Banks at Attractive Intrest Rates! 
2014 Honda Mobilio V Diesel,"Andheri (E), Mumbai",Oct 2014,"1,62,000 km",Diesel,Manual,First,24.200000762939453 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",99 bhp @ 3600 rpm,7 Person,₹ 5.45 Lakh, 
2014 Honda Mobilio S Diesel,"Sector-16, Noida",Jun 2014,"59,000 km",Diesel,Manual,First,24.2 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",99 bhp @ 3600 rpm,7 Person,₹ 4.85 Lakh,"Very Good Condition, Non Accidental, Original Paint, Single Owner, Finance Available, Roadside Assistance Available, Service History Available, Test Drive Available & Warranty Available, price negotiable, temper free,well maintained "
2016 Honda Mobilio E Diesel,"G. P. O, Indore",Jun 2016,"89,404 km",Diesel,Manual,First,24.2 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",99 bhp @ 3600 rpm,7 Person,₹ 6.25 Lakh,Good Condition 
2015 Honda Mobilio V Petrol,"Gorai, Mumbai",Jun 2015,"80,000 km",Petrol,Manual,First,17.3 kmpl,"1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",118 bhp @ 6600 rpm,7 Person,₹ 5.3 Lakh,"Immaculate Condition, Certified Car, Non Accidental, Original Paint, Single Owner, Alloy Wheels, Finance Available, Rear view Camera, Roadside Assistance Available, Service History Available, Test Drive Available & Warranty Available "
2015 Honda Mobilio RS Diesel,"G. P. O, Indore",Jun 2015,"32,737 km",Diesel,Manual,First,24.2 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",99 bhp @ 3600 rpm,7 Person,₹ 6.5 Lakh,Good Condition 
2014 Honda Mobilio V Diesel,"Neori, Ranchi",Jun 2014,"1,45,000 km",Diesel,Manual,First,24.200000762939453 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",99 bhp @ 3600 rpm,7 Person,₹ 2.85 Lakh,"Good Condition, Single Owner, Original Paint & Non Accidental "
2014 Honda Mobilio RS(O) Diesel,"Wagle Industrial Estate, Thane",Dec 2014,"53,000 km",Diesel + Diesel,Manual,First,24.2 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",99 bhp @ 3600 rpm,7 Person,₹ 6.3 Lakh,"The car has been exceptionally well for me, smooth riding experience with Honda, no issues in road trips and you can accommodate 6-7 people easily without any problems "
2015 Honda Mobilio V Petrol,"Inderpura, Surat",Jun 2015,"75,000 km",Petrol,Manual,First,17.3 kmpl,"1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",118 bhp @ 6600 rpm,7 Person,₹ 5.91 Lakh, 
2015 Honda Mobilio S Diesel,"Mulund (W), Mumbai",Jun 2015,"72,000 km",Diesel,Manual,Second,24.2 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",99 bhp @ 3600 rpm,7 Person,₹ 4.6 Lakh,car is good condition well maintained ready to drive condition finance available 
2015 Honda Mobilio V (O) Diesel,"Ramesh Nagar H O, Delhi",Jun 2015,"72,260 km",Diesel,Manual,First,24.200000762939453 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",99 bhp @ 3600 rpm,7 Person,₹ 4.15 Lakh,Immaculate condition non accidental certified car with warranty for engine and transmission. 
2014 Honda Mobilio V Petrol,"Hyderabad H. O, Hyderabad",Jun 2014,"54,120 km",Petrol,Manual,First,17.3 kmpl,"1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",118 bhp @ 6600 rpm,7 Person,₹ 6.5 Lakh,price slightly negotiable 
2014 Honda Mobilio V Diesel,"Ramesh Nagar H O, Delhi",Jun 2014,"77,000 km",Diesel,Manual,First,24.200000762939453 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",99 bhp @ 3600 rpm,7 Person,₹ 3.75 Lakh,Immaculate condition non accidental certified car with warranty for engine and transmission. 
2017 Honda Mobilio S Petrol,"Ramesh Nagar H O, Delhi",Jun 2017,"40,062 km",Petrol,Manual,First,17.3 kmpl,"1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",118 bhp @ 6600 rpm,7 Person,₹ 6.15 Lakh,Immaculate condition non accidental certified car with warranty for engine and transmission. 
2014 Honda Mobilio S Petrol,"Mulund (W), Mumbai",Jun 2014,"65,000 km",Petrol,Manual,First,17.3 kmpl,"1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",118 bhp @ 6600 rpm,7 Person,₹ 5.8 Lakh,HONDA MOBILIO 2014 OCTOBER SINGLE OWNER SUPER CLASS CONDITION PRICE NEGOTIABLE 
2016 Honda Mobilio S Petrol,"East Kolkata Twp, Kolkata",Jun 2016,"25,000 km",Petrol,Manual,First,17.3 kmpl,"1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",118 bhp @ 6600 rpm,7 Person,₹ 4.99 Lakh,"Finance Available, Single Owner, Parsi Owned, Doctor Driven, Original Paint, Less Driven & Non Accidental "
2015 Honda Mobilio V Petrol,"T Nagar, Chennai",Jun 2015,"74,000 km",Petrol,Manual,First,17.3 kmpl,"1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",118 bhp @ 6600 rpm,7 Person,₹ 6.85 Lakh,good condition with srvices 
2014 Honda Mobilio S Diesel,"Navrangpura, Ahmedabad",Jun 2014,"89,000 km",Diesel,Manual,First,24.2 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",99 bhp @ 3600 rpm,7 Person,₹ 5.5 Lakh,Immaculate Condition & Single Owner 
2015 Honda Mobilio S Diesel,"J. B. Nagar, Mumbai",Feb 2015,"63,749 km",Diesel,Manual,First,24.2 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",99 bhp @ 3600 rpm,7 Person,₹ 6.45 Lakh, 
2014 Honda Mobilio V (O) Diesel,"Ghatkopar (E), Mumbai",Oct 2014,"44,000 km",Diesel,Manual,First,24.200000762939453 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",99 bhp @ 3600 rpm,7 Person,₹ 5.95 Lakh,"With Service History Clean And Neat Interior,Excellent overall condition, Scratch-less car, In original paint, Body frame and panels are original, Windshield has no cracks, Excellent mechanical condition, Excellent pick up, Smooth operation and gear shifting, No abnormal noise, Clean engine compartment, No leakages, All tires are matching including spare,100 % Clean Papers, Non Flooded. Finance available. Test Drive available "
2015 Honda Mobilio V Petrol,"Kandivali West, Mumbai",Jun 2015,"49,000 km",Petrol,Manual,First,17.3 kmpl,"1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",118 bhp @ 6600 rpm,7 Person,₹ 5.99 Lakh,Honda Mobilio 1.5 V MT i-vtec Year - 2015 Owner - 1st Km - 49000 Fuel - Petrol Transmission - Manual Comprehensive Insurance Valid till Sep 2024 
2014 Honda Mobilio V Petrol,"Kadirvedu, Chennai",Jun 2014,"68,000 km",Petrol,Manual,First,17.3 kmpl,"1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",118 bhp @ 6600 rpm,7 Person,₹ 6.25 Lakh,"Excellent Condition, Original Paint, Non Accidental, Single Owner & Finance Available "
2014 Honda Mobilio V (O) Petrol,"Nagole, Hyderabad",Jun 2014,"97,115 km",Petrol,Manual,First,17.3 kmpl,"1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",118 bhp @ 6600 rpm,7 Person,₹ 4.75 Lakh,"Excellent Condition, Certified Car, Less Driven, Non Accidental, Original Paint, Single Owner, Alloy Wheels, Finance Available, Rear view Camera, Roadside Assistance Available, Service History Available, Test Drive Available, VIP Number & Warranty Available "
2015 Honda Mobilio S Petrol,"Chakala, Mumbai",Jun 2015,"60,781 km",Petrol,Manual,First,17.3 kmpl,"1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",118 bhp @ 6600 rpm,7 Person,₹ 5.75 Lakh,CAR HAS BEEN A VERY GOOD CONDITION AND TEST DRIVE AVAILABLE 
2015 Honda Mobilio S Diesel,"Pitampura, Delhi",Jun 2015,"79,496 km",Diesel,Manual,First,24.2 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",99 bhp @ 3600 rpm,7 Person,₹ 4.25 Lakh,non accidental 
2015 Honda Mobilio RS Diesel,"Pitampura, Delhi",Jun 2015,"72,000 km",Diesel,Manual,First,24.2 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",99 bhp @ 3600 rpm,7 Person,₹ 5 Lakh,non accidentally 
2015 Honda Mobilio V Diesel,"Vaishali Nagar, Jaipur",Jun 2015,"85,000 km",Diesel,Manual,First,24.200000762939453 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",99 bhp @ 3600 rpm,7 Person,₹ 6.25 Lakh,"Excellent Condition, Single Owner, Original Paint, Non Accidental & Less Driven "
2015 Honda Mobilio V Petrol,"Multani Mohalla, Delhi",Jun 2015,"72,000 km",Petrol,Manual,First,17.3 kmpl,"1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",118 bhp @ 6600 rpm,7 Person,₹ 4.65 Lakh,"PRICE IS ALMOST FIXED (Best Price Assured) 2015 HONDA MOBILIO V MT PETROL -2015 June -Single Ownership -72000 Kms Done -New Like Tyres -VMT Top Model, Certified Car "
2016 Honda Mobilio S Diesel,"Kanpur, Kanpur",Jun 2016,"78,000 km",Diesel,Manual,First,24.2 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",99 bhp @ 3600 rpm,7 Person,₹ 4.35 Lakh,very good condition 
2014 Honda Mobilio V Petrol,"B K Guda, Hyderabad",Jun 2014,"70,000 km",Petrol,Manual,First,17.3 kmpl,"1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",118 bhp @ 6600 rpm,7 Person,₹ 5.99 Lakh, 
2014 Honda Mobilio V (O) Petrol,"Andheri (E), Mumbai",Jun 2014,"45,000 km",Petrol,Manual,First,17.3 kmpl,"1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",118 bhp @ 6600 rpm,7 Person,₹ 5.25 Lakh,"Less Driven, Non Accidental, Original Paint & Single Owner "
2015 Honda Mobilio RS Diesel,"Indira Nagar, Lucknow",Jun 2015,"75,000 km",Diesel,Manual,First,24.2 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",99 bhp @ 3600 rpm,7 Person,₹ 5.75 Lakh,"Non Accidental, Single Owner, Excellent Condition, Less Driven, Original Paint, Finance Available & Test Drive Available "
2015 Honda Mobilio S Diesel,"SECTOR- 35, Chandigarh",Jun 2015,"23,000 km",Diesel,Manual,Second,24.2 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",99 bhp @ 3600 rpm,7 Person,₹ 3.2 Lakh,"Full insurance, Km.23000 Driven with company Sarvise record, Chandigarh Number, Push button start and with both keys. Available "
2014 Honda Mobilio V Diesel,"Bodhale Nagar, Nashik",Jun 2014,"73,000 km",Diesel,Manual,First,24.200000762939453 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",99 bhp @ 3600 rpm,7 Person,₹ 6.25 Lakh,"Make *Honda* Model *Mobilio* Variant *V i-dtec* Manu&Reg Year *2014* Owner *1-First* Insurance *Valid* Puc *Valid* Km *73,000* Colour *Silver* Fuel *Diesel* Seating *6+1* Features :- Magwheel, ABS, AIRBAGS, Steering mounted controls, Rear Wiper, Rear Ac, & Many More Offer :- *6,25,000/-* Negotiable "
2014 Honda Mobilio S Petrol,"Kasba, Kolkata",Nov 2014,"40,000 km",Petrol,Manual,First,17.3 kmpl,"1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",118 bhp @ 6600 rpm,7 Person,₹ 3.95 Lakh, 
2016 Honda Mobilio S Petrol,"Azad Nagar, Mumbai",Jun 2016,"45,000 km",Petrol,Manual,First,17.3 kmpl,"1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",118 bhp @ 6600 rpm,7 Person,₹ 5.2 Lakh,"Immaculate Condition, Certified Car, Non Accidental, Less Driven, Original Paint, Single Owner, Alloy Wheels, Finance Available, Rear view Camera, Roadside Assistance Available, Service History Available, Test Drive Available, VIP Number & Warranty Available "
2015 Honda Mobilio S Diesel,"Ghorpade Peth, Pune",Jun 2015,"63,200 km",Diesel,Manual,First,24.2 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",99 bhp @ 3600 rpm,7 Person,₹ 5.95 Lakh,"Immaculate Condition, Original Paint, Non Accidental, Less Driven, Certified Car, Single Owner, Warranty Available, VIP Number, Test Drive Available, Service History Available, Roadside Assistance Available, Finance Available, Alloy Wheels & Rear view Camera "
2014 Honda Mobilio S Diesel,"Ramesh Nagar H O, Delhi",Jun 2014,"70,000 km",Diesel,Manual,Second,24.2 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",99 bhp @ 3600 rpm,7 Person,₹ 3.25 Lakh,good condition car 
2015 Honda Mobilio S Diesel,"Kheri H.O, Lakhimpur Kheri",Jun 2015,"81,000 km",Diesel,Manual,First,24.2 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",99 bhp @ 3600 rpm,7 Person,₹ 4.8 Lakh,"lakhimpur kheri, Non Accidental, Single Owner, Excellent Condition, Less Driven, Original Paint, Finance Available & Test Drive Available "
2014 Honda Mobilio S Petrol,"1st phase Girinagar, Bangalore",Jun 2014,"45,000 km",Petrol,Manual,First,17.3 kmpl,"1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",118 bhp @ 6600 rpm,7 Person,₹ 6.75 Lakh,Very Good Condition 
2014 Honda Mobilio S Petrol,"Alipura, Bellary",Sep 2014,"82,496 km",Petrol,Manual,First,17.3 kmpl,"1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",118 bhp @ 6600 rpm,7 Person,₹ 5.75 Lakh, 
2015 Honda Mobilio S Petrol,"Katargam, Surat",Jun 2015,"58,000 km",Petrol,Manual,First,17.3 kmpl,"1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",118 bhp @ 6600 rpm,7 Person,₹ 4.9 Lakh,"Excellent Condition, Single Owner, Finance Available & Test Drive Available "
2014 Honda Mobilio V Diesel,"Mulund (W), Mumbai",Jun 2014,"88,000 km",Diesel,Manual,First,24.200000762939453 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",99 bhp @ 3600 rpm,7 Person,₹ 5.25 Lakh,car is good condition 
2015 Honda Mobilio S Petrol,"Chembur, Mumbai",Jun 2015,"52,000 km",Petrol,Manual,First,17.3 kmpl,"1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",118 bhp @ 6600 rpm,7 Person,₹ 4.99 Lakh,"Very Good Condition, Certified Car, Non Accidental, Original Paint, Finance Available, Service History Available & Test Drive Available "
2015 Honda Mobilio V Petrol,"Airoli, Navi Mumbai",Jun 2015,"71,000 km",Petrol,Manual,Second,17.3 kmpl,"1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",118 bhp @ 6600 rpm,7 Person,₹ 5.65 Lakh,petrol/ CNG HE CAR 
2015 Honda Mobilio V Petrol,"Chembur, Mumbai",Jun 2015,"59,000 km",Petrol,Manual,First,17.3 kmpl,"1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",118 bhp @ 6600 rpm,7 Person,₹ 5.49 Lakh,"Very Good Condition, Certified Car, Non Accidental, Original Paint, Single Owner, Finance Available, Service History Available & Test Drive Available "
2014 Honda Mobilio V Diesel,"Lokhandwala, Mumbai",Jun 2014,"75,000 km",Diesel,Manual,First,24.200000762939453 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",99 bhp @ 3600 rpm,7 Person,₹ 4.95 Lakh,excellent condition 
2014 Honda Mobilio S Petrol,"Hazra Road, Kolkata",Jun 2014,"44,000 km",Petrol,Manual,First,17.3 kmpl,"1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",118 bhp @ 6600 rpm,7 Person,₹ 4.35 Lakh,"Certified Car, Non Accidental, Single Owner, Doctor Driven, Original Paint, Finance Available & Immaculate Condition "
2014 Honda Mobilio V Diesel,"Rambaug Colony, Pune",Jun 2014,"90,000 km",Diesel,Manual,First,24.200000762939453 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",99 bhp @ 3600 rpm,7 Person,₹ 4.95 Lakh,"Excellent Condition, Single Owner, Alloy Wheels, Finance Available, Test Drive Available & Warranty Available "
2014 Honda Mobilio V Petrol,"Sector-9, Panchkula",Sep 2014,"57,480 km",Petrol + Petrol,Manual,First,17.3 kmpl,"1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",118 bhp @ 6600 rpm,7 Person,₹ 5.81 Lakh, 
2015 Honda Mobilio V Diesel,"Bharathipuram, Chennai",May 2015,"1,28,000 km",Diesel + Diesel,Manual,First,24.200000762939453 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",99 bhp @ 3600 rpm,7 Person,₹ 6.5 Lakh, 
2014 Honda Mobilio S Diesel,"Bangalore G.P.O, Bangalore",May 2014,"67,000 km",Diesel + Diesel,Manual,Second,24.2 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",99 bhp @ 3600 rpm,7 Person,₹ 5.25 Lakh, 
