Name,Location,Year,Kilometers_Driven,Fuel_type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Seller Comments
2015 Honda Mobilio S Petrol,Moradabad,Jun 2015,"81,000 km",Petrol + Petrol,Manual,First,17.3 kmpl,"1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",118 bhp @ 6600 rpm,7 Person,₹ 5.45 Lakh, 
2015 Honda Mobilio E Petrol,Surat,Oct 2015,"75,000 km",Petrol + Petrol,Manual,First,17.3 kmpl,"1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",118 bhp @ 6600 rpm,7 Person,₹ 5 Lakh, 
2015 Honda Mobilio S Diesel,Etawah,Apr 2015,"1,68,000 km",Diesel + Diesel,Manual,First,24.2 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",99 bhp @ 3600 rpm,7 Person,₹ 4.1 Lakh, 
2014 Honda Mobilio V Diesel,"Gulbarga Darga, Gulbarga",Oct 2014,"1,98,000 km",Diesel + Diesel,Manual - 5 Gears,Third,24.200000762939453 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",99 bhp @ 3600 rpm,7 Person,₹ 4.5 Lakh, 
2015 Honda Mobilio RS(O) Diesel,Delhi,May 2015,"72,000 km",Diesel + Diesel,Manual,First,24.2 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",99 bhp @ 3600 rpm,7 Person,₹ 4.5 Lakh, 
2014 Honda Mobilio E Petrol,Mumbai,Nov 2014,"50,000 km",Petrol + CNG,Manual,First,17.3 kmpl,"1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",118 bhp @ 6600 rpm,7 Person,₹ 5.21 Lakh, 
2016 Honda Mobilio S Petrol,"Laxmisagar, Bhubaneswar",Sep 2016,"33,698 km",Petrol + Petrol,Manual,First,17.3 kmpl,"1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",118 bhp @ 6600 rpm,7 Person,₹ 6 Lakh, 
2015 Honda Mobilio V Diesel,"Chhata, Mathura",Oct 2015,"95,000 km",Diesel + Diesel,Manual,Second,24.200000762939453 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",99 bhp @ 3600 rpm,7 Person,₹ 5.5 Lakh, 
2014 Honda Mobilio V Diesel,Allahabad,Oct 2014,"45,000 km",Diesel + Diesel,Manual,First,24.200000762939453 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",99 bhp @ 3600 rpm,7 Person,₹ 5.5 Lakh, 
2014 Honda Mobilio V (O) Petrol,Panaji,Sep 2014,"70,000 km",Petrol + Petrol,Manual,First,17.3 kmpl,"1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",118 bhp @ 6600 rpm,7 Person,₹ 6 Lakh, 
2015 Honda Mobilio V Diesel,"Nagpur New Colony, Nagpur",Aug 2015,"1,60,000 km",Diesel + Diesel,Manual,First,24.200000762939453 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",99 bhp @ 3600 rpm,7 Person,₹ 5.25 Lakh, 
2015 Honda Mobilio RS Diesel,"Patia, Bhubaneswar",Mar 2015,"86,000 km",Diesel + Diesel,Manual,First,24.2 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",99 bhp @ 3600 rpm,7 Person,₹ 5 Lakh, 
2014 Honda Mobilio V Diesel,"Nagwa, Varanasi",Nov 2014,"1,45,000 km",Diesel + Diesel,Manual,First,24.200000762939453 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",99 bhp @ 3600 rpm,7 Person,₹ 5 Lakh, 
2015 Honda Mobilio V Petrol,"Kopar Khairne, Navi Mumbai",May 2015,"62,000 km",Petrol + Petrol,Manual,First,17.3 kmpl,"1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",118 bhp @ 6600 rpm,7 Person,₹ 6.75 Lakh, 
2014 Honda Mobilio E Diesel,Amroha,Dec 2014,"99,900 km",Diesel + Diesel,Manual,Second,24.2 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",99 bhp @ 3600 rpm,7 Person,₹ 4.1 Lakh, 
2015 Honda Mobilio V Diesel,"Autonagar, Mangalagiri",Sep 2015,"2,18,000 km",Diesel + Diesel,Manual,First,24.200000762939453 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",99 bhp @ 3600 rpm,7 Person,₹ 6 Lakh, 
2016 Honda Mobilio E Diesel,"Mhow Road, Neemuch",Dec 2016,"85,000 km",Diesel + Diesel,Manual,First,24.2 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",99 bhp @ 3600 rpm,7 Person,₹ 6 Lakh,Singal hand no claim and not accidental new front tyre 
2015 Honda Mobilio E Petrol,"Naya Palli, Bhubaneswar",Sep 2015,"50,000 km",Petrol + Petrol,Manual,First,17.3 kmpl,"1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",118 bhp @ 6600 rpm,7 Person,₹ 5 Lakh, 
2015 Honda Mobilio E Petrol,Moradabad,Jul 2015,"81,000 km",Petrol + Petrol,Manual,First,17.3 kmpl,"1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",118 bhp @ 6600 rpm,7 Person,₹ 4.47 Lakh, 
2015 Honda Mobilio V Petrol,Hyderabad,Mar 2015,"84,000 km",Petrol + Petrol,Manual,Second,17.3 kmpl,"1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",118 bhp @ 6600 rpm,7 Person,₹ 5.6 Lakh, 
2015 Honda Mobilio V Petrol,"Modi Nagar, Modinagar",Oct 2015,"73,000 km",Petrol + Petrol,Manual,Second,17.3 kmpl,"1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",118 bhp @ 6600 rpm,7 Person,₹ 5.5 Lakh, 
2014 Honda Mobilio RS Diesel,"Badvel, Kadapa",Oct 2014,"1,09,000 km",Diesel,Manual,Second,24.2 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",99 bhp @ 3600 rpm,7 Person,₹ 6 Lakh, 
2015 Honda Mobilio S Petrol,"Sector 86, Gurgaon",Aug 2015,"49,900 km",Petrol + Petrol,Manual,First,17.3 kmpl,"1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",118 bhp @ 6600 rpm,7 Person,₹ 5.56 Lakh, 
2015 Honda Mobilio V (O) Diesel,"Industrial Area, Bagalkot",Jan 2015,"95,000 km",Diesel + Diesel,Manual,First,24.200000762939453 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",99 bhp @ 3600 rpm,7 Person,₹ 7.15 Lakh, 
2016 Honda Mobilio S Petrol,Mumbai,Oct 2016,"47,000 km",Petrol,Manual,Third,17.3 kmpl,"1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",118 bhp @ 6600 rpm,7 Person,₹ 4.45 Lakh, 
2014 Honda Mobilio V Diesel,"Park Street area, Kolkata",Jun 2014,"55,206 km",Diesel,Manual,First,24.200000762939453 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",99 bhp @ 3600 rpm,7 Person,₹ 4.19 Lakh,"Very Good Condition, Non Accidental, Original Paint & Finance Available "
2014 Honda Mobilio V Petrol,Delhi,Aug 2014,"98,000 km",Petrol + Petrol,Manual,Second,17.3 kmpl,"1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",118 bhp @ 6600 rpm,7 Person,₹ 3.85 Lakh, 
2015 Honda Mobilio RS(O) Diesel,"Kwarsi, Aligarh",Oct 2015,"1,50,000 km",Diesel + Diesel,Manual,First,24.2 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",99 bhp @ 3600 rpm,7 Person,₹ 5.5 Lakh, 
2014 Honda Mobilio V Diesel,Lalitpur,Aug 2014,"71,000 km",Diesel + Diesel,Manual,Second,24.200000762939453 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",99 bhp @ 3600 rpm,7 Person,₹ 4.95 Lakh, 
2014 Honda Mobilio S Diesel,Ghaziabad,Oct 2014,"59,350 km",Diesel + Diesel,Manual,First,24.2 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",99 bhp @ 3600 rpm,7 Person,₹ 4.5 Lakh, 
2016 Honda Mobilio E Diesel,Jaipur,Sep 2016,"1,84,200 km",Diesel + Diesel,Manual,First,24.2 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",99 bhp @ 3600 rpm,7 Person,₹ 5.85 Lakh, 
2014 Honda Mobilio E Diesel,"Patparganj, Delhi",Sep 2014,"90,000 km",Diesel + Diesel,Manual,First,24.2 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",99 bhp @ 3600 rpm,7 Person,₹ 4.35 Lakh, 
2014 Honda Mobilio V Diesel,"Jalna, Jalna",Jul 2014,"73,000 km",Diesel + Diesel,Manual,Second,24.200000762939453 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",99 bhp @ 3600 rpm,7 Person,₹ 5.3 Lakh, 
2014 Honda Mobilio V Petrol,"Panagal Park, Chennai",Sep 2014,"92,102 km",Petrol + Petrol,Manual,First,17.3 kmpl,"1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",118 bhp @ 6600 rpm,7 Person,₹ 6.5 Lakh, 
2015 Honda Mobilio S Petrol,"Camp, Pune",Mar 2015,"42,000 km",Petrol + Petrol,Manual,First,17.3 kmpl,"1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",118 bhp @ 6600 rpm,7 Person,₹ 6.15 Lakh, 
2014 Honda Mobilio E Diesel,"Sahadatganj, Faizabad",Dec 2014,"1,35,000 km",Diesel + Diesel,Manual,Third,24.2 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",99 bhp @ 3600 rpm,7 Person,₹ 3.25 Lakh, 
2016 Honda Mobilio E Diesel,Indore,Mar 2016,"69,000 km",Diesel + Diesel,Manual,Second,24.2 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",99 bhp @ 3600 rpm,7 Person,₹ 5.5 Lakh, 
2015 Honda Mobilio V (O) Diesel,Nilambur,Oct 2015,"1,42,000 km",Diesel + Diesel,Manual,First,24.200000762939453 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",99 bhp @ 3600 rpm,7 Person,₹ 6 Lakh, 
2015 Honda Mobilio S Petrol,"Dunkirk Line, Pune",Jun 2015,"56,000 km",Petrol,Manual,Second,17.3 kmpl,"1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",118 bhp @ 6600 rpm,7 Person,₹ 5.35 Lakh,"Immaculate Condition, Certified Car, Less Driven, Non Accidental, Single Owner, Alloy Wheels, Finance Available, Roadside Assistance Available, Rear view Camera, Service History Available, Test Drive Available & Warranty Available "
2015 Honda Mobilio V (O) Diesel,Bellary,Aug 2015,"1,57,870 km",Diesel,Manual,First,24.200000762939453 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",99 bhp @ 3600 rpm,7 Person,₹ 7.24 Lakh, 
2015 Honda Mobilio RS(O) Diesel,Delhi,Oct 2015,"1,00,000 km",Diesel,Manual,Second,24.2 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",99 bhp @ 3600 rpm,7 Person,₹ 4.25 Lakh, 
2015 Honda Mobilio V Diesel,Bangalore,Jan 2015,"1,01,000 km",Diesel,Manual,First,24.200000762939453 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",99 bhp @ 3600 rpm,7 Person,₹ 8.2 Lakh, 
2014 Honda Mobilio S Petrol,"Chittranjan Park, Delhi",Oct 2014,"85,000 km",Petrol,Manual,First,17.3 kmpl,"1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",118 bhp @ 6600 rpm,7 Person,₹ 4.5 Lakh, 
2014 Honda Mobilio S Diesel,"Subhash Nagar, Delhi",Sep 2014,"1,08,000 km",Diesel,Manual,First,24.2 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",99 bhp @ 3600 rpm,7 Person,₹ 4.5 Lakh, 
2014 Honda Mobilio V (O) Diesel,Solapur,Oct 2014,"2,67,000 km",Diesel,Manual,First,24.200000762939453 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",99 bhp @ 3600 rpm,7 Person,₹ 7 Lakh, 
2014 Honda Mobilio E Petrol,"Jakkur, Bangalore",Nov 2014,"67,000 km",Petrol,Manual,Second,17.3 kmpl,"1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",118 bhp @ 6600 rpm,7 Person,₹ 4.2 Lakh, 
2015 Honda Mobilio S Petrol,"Sector 1B, Manesar",Sep 2015,"39,991 km",Petrol,Manual,First,17.3 kmpl,"1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",118 bhp @ 6600 rpm,7 Person,₹ 6 Lakh, 
2015 Honda Mobilio RS(O) Diesel,Coimbatore,Jan 2015,"60,000 km",Diesel,Manual,First,24.2 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",99 bhp @ 3600 rpm,7 Person,₹ 10 Lakh, 
2014 Honda Mobilio V (O) Petrol,"Indian Airlines Staff Colony 2, Mumbai",Sep 2014,"75,000 km",Petrol,Manual,First,17.3 kmpl,"1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",118 bhp @ 6600 rpm,7 Person,₹ 7 Lakh, 
2014 Honda Mobilio RS Diesel,Haridwar,Jan 2014,"1,90,000 km",Diesel,Manual,First,24.2 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",99 bhp @ 3600 rpm,7 Person,₹ 4.4 Lakh, 
2015 Honda Mobilio S Petrol,Mumbai,Aug 2015,"76,000 km",Petrol,Manual,Second,17.3 kmpl,"1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",118 bhp @ 6600 rpm,7 Person,₹ 5.95 Lakh, 
2014 Honda Mobilio S Diesel,"Mohala Kheda, Narwana",Nov 2014,"90,000 km",Diesel,Manual,First,24.2 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",99 bhp @ 3600 rpm,7 Person,₹ 4 Lakh, 
2015 Honda Mobilio E Petrol,"Singanallur, Coimbatore",Oct 2015,"1,40,000 km",Petrol,Manual,First,17.3 kmpl,"1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",118 bhp @ 6600 rpm,7 Person,₹ 6 Lakh, 
2014 Honda Mobilio RS(O) Diesel,"Kalachowki, Mumbai",Aug 2014,"1,40,000 km",Diesel,Manual,First,24.2 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",99 bhp @ 3600 rpm,7 Person,₹ 5.7 Lakh, 
2014 Honda Mobilio RS(O) Diesel,Bangalore,Sep 2014,"1,13,000 km",Diesel,Manual,First,24.2 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",99 bhp @ 3600 rpm,7 Person,₹ 6.35 Lakh, 
2014 Honda Mobilio E Diesel,"Begampura, Surat",Oct 2014,"1,50,000 km",Diesel,Manual,First,24.2 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",99 bhp @ 3600 rpm,7 Person,₹ 5 Lakh, 
2014 Honda Mobilio V Diesel,"Indira Nagar (Sholapur), Solapur",Nov 2014,"1,27,678 km",Diesel,Manual,Second,24.200000762939453 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",99 bhp @ 3600 rpm,7 Person,₹ 5 Lakh, 
2014 Honda Mobilio V Diesel,"Dasarahalli Main Road, Bangalore",Sep 2014,"1,31,000 km",Diesel,Manual,First,24.200000762939453 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",99 bhp @ 3600 rpm,7 Person,₹ 5 Lakh, 
2014 Honda Mobilio V (O) Diesel,"Bedia Danga, Kolkata",Sep 2014,"62,536 km",Diesel,Manual,Second,24.200000762939453 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",99 bhp @ 3600 rpm,7 Person,₹ 4.5 Lakh, 
2015 Honda Mobilio RS Diesel,"Thuraiyur, Tiruchirappalli",Jan 2015,"1,75,000 km",Diesel,Manual,Second,24.2 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",99 bhp @ 3600 rpm,7 Person,₹ 6 Lakh, 
2015 Honda Mobilio E Diesel,"Appakudal, Erode",Sep 2015,"1,53,000 km",Diesel,Manual,Second,24.2 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",99 bhp @ 3600 rpm,7 Person,₹ 6.5 Lakh, 
2014 Honda Mobilio V Diesel,"Church Complex, Ranchi",Sep 2014,"43,000 km",Diesel,Manual,First,24.200000762939453 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",99 bhp @ 3600 rpm,7 Person,₹ 5 Lakh, 
2014 Honda Mobilio RS(O) Diesel,"Paschim Vihar, Delhi",Oct 2014,"94,000 km",Diesel,Manual,Second,24.2 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",99 bhp @ 3600 rpm,7 Person,₹ 5.25 Lakh, 
2015 Honda Mobilio E Diesel,"Saguna More, Patna",May 2015,"72,000 km",Diesel,Manual,First,24.2 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",99 bhp @ 3600 rpm,7 Person,₹ 5 Lakh, 
2015 Honda Mobilio V (O) Diesel,"New Friends Colony, Delhi",Jul 2015,"1,40,000 km",Diesel,Manual,First,24.200000762939453 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",99 bhp @ 3600 rpm,7 Person,₹ 6 Lakh, 
2014 Honda Mobilio S Diesel,"Rohini Sector 5, Delhi",Oct 2014,"1,50,700 km",Diesel,Manual,4 or More,24.2 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",99 bhp @ 3600 rpm,7 Person,₹ 3 Lakh, 
2014 Honda Mobilio V Diesel,Gadag,Oct 2014,"90,000 km",Diesel,Manual,First,24.200000762939453 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",99 bhp @ 3600 rpm,7 Person,₹ 6.47 Lakh, 
2014 Honda Mobilio RS Diesel,Mumbai,Sep 2014,"77,000 km",Diesel,Manual,First,24.2 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",99 bhp @ 3600 rpm,7 Person,₹ 4.85 Lakh, 
2015 Honda Mobilio S Petrol,"Katraj, Pune",Oct 2015,"1,60,000 km",Petrol,Manual,First,17.3 kmpl,"1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",118 bhp @ 6600 rpm,7 Person,₹ 5 Lakh, 
2014 Honda Mobilio S Diesel,Delhi,Sep 2014,"1,71,000 km",Diesel,Manual,First,24.2 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",99 bhp @ 3600 rpm,7 Person,₹ 3.5 Lakh, 
2015 Honda Mobilio S Diesel,"Vidyalata (Amraoti), Amravati (Maharashtra)",Nov 2015,"83,000 km",Diesel,Manual,First,24.2 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",99 bhp @ 3600 rpm,7 Person,₹ 5.4 Lakh, 
2015 Honda Mobilio V Petrol,"Shahdara, Delhi",Nov 2015,"50,000 km",Petrol,Manual,First,17.3 kmpl,"1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",118 bhp @ 6600 rpm,7 Person,₹ 6 Lakh, 
2014 Honda Mobilio V Diesel,Sangli,Dec 2014,"1,50,000 km",Diesel,Manual,First,24.200000762939453 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",99 bhp @ 3600 rpm,7 Person,₹ 6 Lakh, 
2015 Honda Mobilio S Petrol,Jamshedpur,Dec 2015,"52,000 km",Petrol,Manual,Second,17.3 kmpl,"1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",118 bhp @ 6600 rpm,7 Person,₹ 5.31 Lakh, 
2014 Honda Mobilio E Diesel,"A T P Collectorate, Anantapur",Aug 2014,"2,50,000 km",Diesel,Manual,First,24.2 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",99 bhp @ 3600 rpm,7 Person,₹ 6 Lakh, 
2014 Honda Mobilio V Petrol,"Hazratganj, Lucknow",Jul 2014,"26,000 km",Petrol,Manual,First,17.3 kmpl,"1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",118 bhp @ 6600 rpm,7 Person,₹ 5.6 Lakh, 
2015 Honda Mobilio E Diesel,"Anakapalle H O, Visakhapatnam",May 2015,"1,35,000 km",Diesel,Manual,Third,24.2 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",99 bhp @ 3600 rpm,7 Person,₹ 6 Lakh, 
2014 Honda Mobilio V Diesel,Hyderabad,Oct 2014,"1,50,000 km",Diesel,Manual,First,24.200000762939453 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",99 bhp @ 3600 rpm,7 Person,₹ 8 Lakh, 
2014 Honda Mobilio V Diesel,"G. P. O, Bhopal",Jul 2014,"1,65,000 km",Diesel,Manual,First,24.200000762939453 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",99 bhp @ 3600 rpm,7 Person,₹ 5.5 Lakh, 
2015 Honda Mobilio V Petrol,"Phulwarisharif, Patna",Jul 2015,"30,000 km",Petrol,Manual,First,17.3 kmpl,"1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",118 bhp @ 6600 rpm,7 Person,₹ 3 Lakh, 
2014 Honda Mobilio V Diesel,"Adoor, Pathanamthitta",Oct 2014,"1,45,000 km",Diesel,Manual,First,24.200000762939453 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",99 bhp @ 3600 rpm,7 Person,₹ 5 Lakh, 
2014 Honda Mobilio S Diesel,"Mulund (W), Mumbai",Nov 2014,"1,37,988 km",Diesel,Manual,First,24.2 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",99 bhp @ 3600 rpm,7 Person,₹ 5.5 Lakh, 
2014 Honda Mobilio V Petrol,Bangalore,Sep 2014,"95,000 km",Petrol,Manual,First,17.3 kmpl,"1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",118 bhp @ 6600 rpm,7 Person,₹ 7.5 Lakh, 
2015 Honda Mobilio E Petrol,"Jamnagar Khodiyar Colony, Jamnagar",Oct 2015,"80,000 km",Petrol,Manual,First,17.3 kmpl,"1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",118 bhp @ 6600 rpm,7 Person,₹ 5.15 Lakh, 
2016 Honda Mobilio S Diesel,"Sarai Gujarm, Kannauj",Mar 2016,"1,13,000 km",Diesel,Manual,Second,24.2 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",99 bhp @ 3600 rpm,7 Person,₹ 5.25 Lakh, 
2015 Honda Mobilio RS(O) Diesel,"Devpur, Lucknow",Oct 2015,"1,19,000 km",Diesel,Manual,First,24.2 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",99 bhp @ 3600 rpm,7 Person,₹ 6 Lakh, 
2015 Honda Mobilio E Diesel,Delhi,Feb 2015,"1,60,000 km",Diesel,Manual,Second,24.2 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",99 bhp @ 3600 rpm,7 Person,₹ 5.09 Lakh, 
2014 Honda Mobilio S Diesel,"Knowledge Park II, Greater Noida",Aug 2014,"78,000 km",Diesel,Manual - 5 Gears,First,24.2 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",99 bhp @ 3600 rpm,7 Person,₹ 5.2 Lakh, 
2014 Honda Mobilio V Diesel,Delhi,Aug 2014,"55,000 km",Diesel,Manual,First,24.200000762939453 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",99 bhp @ 3600 rpm,7 Person,₹ 7 Lakh, 
2015 Honda Mobilio S Diesel,"Kandeli, Narasinghpur",Jan 2015,"2,25,000 km",Diesel,Manual,First,24.2 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",99 bhp @ 3600 rpm,7 Person,₹ 6 Lakh, 
2014 Honda Mobilio S Petrol,"Kalikapur, Kolkata",Jun 2014,"57,423 km",Petrol,Manual,First,17.3 kmpl,"1497 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",118 bhp @ 6600 rpm,7 Person,₹ 3.3 Lakh,"Honda Mobilio SMT 2014dec TAX paid upto 2024dec This well maintain car only 57423 Kms driven People interested may call or directly visit us at our showroom Kolkata Premium Toys pvt ltd 764,kalikapur,purbalok, em by pass Kolkata- 700099 , beside NKPC Hospital,near metro cash & carry "
2023 Honda Elevate VX MT,"Gachibowli, Hyderabad",Sep 2023,800 km,Petrol,Manual,First,15.31 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",119 bhp @ 6600 rpm,5 Person,₹ 16.5 Lakh, 
2023 Honda Elevate VX MT,Jammu,May 2023,"20,000 km",Petrol,Manual,First,15.31 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",119 bhp @ 6600 rpm,5 Person,₹ 14.56 Lakh, 
2023 Honda Elevate VX CVT,Jammu,Oct 2023,"20,000 km",Petrol + CNG,Automatic (CVT),First,16.92 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",119 bhp @ 6600 rpm,5 Person,₹ 10 Lakh, 
2008 Honda CR-X Petrol,"Hathnabad, Hoshangabad",Apr 2008,"1,21,675 km",Petrol,Manual,First,,,,,₹ 2.4 Lakh,
2018 Honda WR-V VX MT Diesel,"Jntu Kukat Pally, Hyderabad",Jun 2018,"72,059 km",Diesel,Manual,First,25.5 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",99 bhp @ 3600 rpm,5 Person,₹ 8.11 Lakh,5 Day moneyback 1 year warranty Free third party insurance and RC transfer 
